,Datetime,Tweet Id,Text,Username,User Location,Reply Count,Retweet Count,Like Count,Quote Count
0,2021-05-20 05:12:32+00:00,1395246036206108672,"@JHBWater burst water pipe at 132 Acacia Road, nr 20 in 1 year...
Please come out to fix.
0834158824",JanitaJ37967047,,1,0,0,0
